Mean inter-call time at X,Mean inter-call time at Y,Mean call length time,Telephony System,Channels from X to Y,Channels from Y to X,Total calls originated,Total calls patched (mean),Total calls patched (std),Total calls blocked (mean),Total calls blocked (std),Percentage calls blocked (mean),Percentage calls blocked (std),Average Channel Utilisation (mean),Average Channel Utilisation (std)
12,15,300,2,16,19,1000,746.0,26.0,254.0,26.0,25.4,2.6,91.4,1.0
12,15,300,2,16,20,1000,764.0,28.0,236.0,28.0,23.6,2.8,90.8,1.1
12,15,300,2,16,21,1000,785.0,30.0,215.0,30.0,21.5,3.0,90.2,1.3
12,15,300,2,16,22,1000,796.0,31.0,204.0,31.0,20.4,3.1,90.2,1.3
12,15,300,2,16,23,1000,814.0,27.0,186.0,27.0,18.6,2.7,89.5,1.3
12,15,300,2,16,24,1000,829.0,25.0,171.0,25.0,17.1,2.5,89.4,1.2
12,15,300,2,16,25,1000,842.0,27.0,158.0,27.0,15.8,2.7,88.5,1.4
12,15,300,2,16,26,1000,857.0,25.0,143.0,25.0,14.3,2.5,87.8,1.4
12,15,300,2,16,27,1000,872.0,26.0,128.0,26.0,12.8,2.6,87.4,1.8
12,15,300,2,16,28,1000,890.0,26.0,110.0,26.0,11.0,2.6,86.7,1.8
12,15,300,2,16,29,1000,900.0,23.0,100.0,23.0,10.0,2.3,85.8,1.7
12,15,300,2,16,30,1000,913.0,22.0,87.0,22.0,8.7,2.2,85.4,2.0
12,15,300,2,17,11,1000,609.0,28.0,391.0,28.0,39.1,2.8,93.6,0.8
12,15,300,2,17,12,1000,628.0,25.0,372.0,25.0,37.2,2.5,93.3,0.7
12,15,300,2,17,13,1000,651.0,26.0,349.0,26.0,34.9,2.6,92.9,0.7
12,15,300,2,17,14,1000,673.0,30.0,327.0,30.0,32.7,3.0,92.5,0.9
12,15,300,2,17,15,1000,684.0,30.0,316.0,30.0,31.6,3.0,92.5,0.9
12,15,300,2,17,16,1000,710.0,28.0,290.0,28.0,29.0,2.8,92.0,1.0
12,15,300,2,17,17,1000,724.0,27.0,276.0,27.0,27.6,2.7,91.7,0.9
12,15,300,2,17,18,1000,744.0,29.0,256.0,29.0,25.6,2.9,91.5,1.0
12,15,300,2,17,19,1000,764.0,30.0,236.0,30.0,23.6,3.0,90.8,1.2
12,15,300,2,17,20,1000,780.0,28.0,220.0,28.0,22.0,2.8,90.5,1.1
12,15,300,2,17,21,1000,797.0,30.0,203.0,30.0,20.3,3.0,90.1,1.2
12,15,300,2,17,22,1000,815.0,28.0,185.0,28.0,18.5,2.8,89.6,1.4
12,15,300,2,17,23,1000,831.0,29.0,169.0,29.0,16.9,2.9,89.1,1.3
12,15,300,2,17,24,1000,847.0,26.0,153.0,26.0,15.3,2.6,88.4,1.5
12,15,300,2,17,25,1000,862.0,27.0,138.0,27.0,13.8,2.7,87.8,1.5
12,15,300,2,17,26,1000,872.0,25.0,128.0,25.0,12.8,2.5,87.3,1.4
12,15,300,2,17,27,1000,891.0,26.0,109.0,26.0,10.9,2.6,86.4,1.7
12,15,300,2,17,28,1000,900.0,24.0,100.0,24.0,10.0,2.4,86.2,1.6
12,15,300,2,17,29,1000,912.0,21.0,88.0,21.0,8.8,2.1,85.2,2.0
12,15,300,2,17,30,1000,919.0,24.0,81.0,24.0,8.1,2.4,84.4,2.2
12,15,300,2,18,11,1000,629.0,29.0,371.0,29.0,37.1,2.9,93.3,0.7
12,15,300,2,18,12,1000,652.0,29.0,348.0,29.0,34.8,2.9,93.0,0.7
12,15,300,2,18,13,1000,669.0,31.0,331.0,31.0,33.1,3.1,92.7,0.8
12,15,300,2,18,14,1000,685.0,28.0,315.0,28.0,31.5,2.8,92.4,0.9
12,15,300,2,18,15,1000,708.0,30.0,292.0,30.0,29.2,3.0,92.1,0.8
12,15,300,2,18,16,1000,725.0,28.0,275.0,28.0,27.5,2.8,91.8,0.9
12,15,300,2,18,17,1000,745.0,32.0,255.0,32.0,25.5,3.2,91.3,1.1
12,15,300,2,18,18,1000,762.0,29.0,238.0,29.0,23.8,2.9,91.0,1.0
12,15,300,2,18,19,1000,779.0,25.0,221.0,25.0,22.1,2.5,90.5,1.2
12,15,300,2,18,20,1000,798.0,29.0,202.0,29.0,20.2,2.9,89.9,1.2
12,15,300,2,18,21,1000,815.0,30.0,185.0,30.0,18.5,3.0,89.6,1.4
12,15,300,2,18,22,1000,832.0,26.0,168.0,26.0,16.8,2.6,88.9,1.3
12,15,300,2,18,23,1000,843.0,27.0,157.0,27.0,15.7,2.7,88.6,1.4
12,15,300,2,18,24,1000,863.0,25.0,137.0,25.0,13.7,2.5,87.9,1.5
12,15,300,2,18,25,1000,874.0,25.0,126.0,25.0,12.6,2.5,87.4,1.5
12,15,300,2,18,26,1000,886.0,30.0,114.0,30.0,11.4,3.0,86.4,1.8
12,15,300,2,18,27,1000,902.0,25.0,98.0,25.0,9.8,2.5,85.8,2.0
12,15,300,2,18,28,1000,911.0,24.0,89.0,24.0,8.9,2.4,85.2,1.8
12,15,300,2,18,29,1000,920.0,22.0,80.0,22.0,8.0,2.2,84.8,1.8
12,15,300,2,18,30,1000,936.0,21.0,64.0,21.0,6.4,2.1,83.6,2.2
12,15,300,2,19,11,1000,648.0,26.0,352.0,26.0,35.2,2.6,93.0,0.9
12,15,300,2,19,12,1000,667.0,28.0,333.0,28.0,33.3,2.8,92.7,1.0
12,15,300,2,19,13,1000,692.0,29.0,308.0,29.0,30.8,2.9,92.4,0.8
12,15,300,2,19,14,1000,708.0,31.0,292.0,31.0,29.2,3.1,92.1,0.8
12,15,300,2,19,15,1000,725.0,29.0,275.0,29.0,27.5,2.9,91.8,0.9
12,15,300,2,19,16,1000,747.0,31.0,253.0,31.0,25.3,3.1,91.2,1.1
12,15,300,2,19,17,1000,765.0,27.0,235.0,27.0,23.5,2.7,90.9,1.1
12,15,300,2,19,18,1000,778.0,29.0,222.0,29.0,22.2,2.9,90.5,1.1
12,15,300,2,19,19,1000,794.0,28.0,206.0,28.0,20.6,2.8,90.1,1.3
12,15,300,2,19,20,1000,816.0,28.0,184.0,28.0,18.4,2.8,89.6,1.3
12,15,300,2,19,21,1000,833.0,28.0,167.0,28.0,16.7,2.8,89.0,1.3
12,15,300,2,19,22,1000,840.0,32.0,160.0,32.0,16.0,3.2,88.6,1.6
12,15,300,2,19,23,1000,857.0,27.0,143.0,27.0,14.3,2.7,87.9,1.5
12,15,300,2,19,24,1000,871.0,28.0,129.0,28.0,12.9,2.8,87.5,1.6
12,15,300,2,19,25,1000,887.0,26.0,113.0,26.0,11.3,2.6,86.8,1.7
12,15,300,2,19,26,1000,900.0,25.0,100.0,25.0,10.0,2.5,86.0,1.7
12,15,300,2,19,27,1000,914.0,24.0,86.0,24.0,8.6,2.4,85.2,1.8
12,15,300,2,19,28,1000,922.0,23.0,78.0,23.0,7.8,2.3,84.4,1.9
12,15,300,2,19,29,1000,937.0,20.0,63.0,20.0,6.3,2.0,83.6,2.2
12,15,300,2,19,30,1000,943.0,21.0,57.0,21.0,5.7,2.1,82.7,2.3
12,15,300,2,20,11,1000,666.0,27.0,334.0,27.0,33.4,2.7,92.7,0.9
12,15,300,2,20,12,1000,685.0,30.0,315.0,30.0,31.5,3.0,92.4,0.9
12,15,300,2,20,13,1000,709.0,29.0,291.0,29.0,29.1,2.9,92.0,0.9
12,15,300,2,20,14,1000,727.0,30.0,273.0,30.0,27.3,3.0,91.7,1.2
12,15,300,2,20,15,1000,743.0,27.0,257.0,27.0,25.7,2.7,91.3,1.1
12,15,300,2,20,16,1000,760.0,34.0,240.0,34.0,24.0,3.4,90.9,1.1
12,15,300,2,20,17,1000,781.0,28.0,219.0,28.0,21.9,2.8,90.5,1.2
12,15,300,2,20,18,1000,795.0,29.0,205.0,29.0,20.5,2.9,90.1,1.2
12,15,300,2,20,19,1000,815.0,29.0,185.0,29.0,18.5,2.9,89.5,1.3
12,15,300,2,20,20,1000,827.0,28.0,173.0,28.0,17.3,2.8,89.2,1.2
12,15,300,2,20,21,1000,848.0,28.0,152.0,28.0,15.2,2.8,88.3,1.4
12,15,300,2,20,22,1000,858.0,28.0,142.0,28.0,14.2,2.8,88.2,1.4
12,15,300,2,20,23,1000,872.0,28.0,128.0,28.0,12.8,2.8,87.3,1.8
12,15,300,2,20,24,1000,890.0,25.0,110.0,25.0,11.0,2.5,86.7,1.7
12,15,300,2,20,25,1000,901.0,24.0,99.0,24.0,9.9,2.4,85.7,1.9
12,15,300,2,20,26,1000,912.0,22.0,88.0,22.0,8.8,2.2,85.1,1.9
12,15,300,2,20,27,1000,925.0,23.0,75.0,23.0,7.5,2.3,84.2,1.8
12,15,300,2,20,28,1000,931.0,22.0,69.0,22.0,6.9,2.2,83.8,2.2
12,15,300,2,20,29,1000,944.0,22.0,56.0,22.0,5.6,2.2,82.7,2.2
12,15,300,2,20,30,1000,953.0,20.0,47.0,20.0,4.7,2.0,81.6,2.2
12,15,300,2,21,11,1000,685.0,31.0,315.0,31.0,31.5,3.1,92.5,0.9
12,15,300,2,21,12,1000,709.0,31.0,291.0,31.0,29.1,3.1,91.9,1.0
12,15,300,2,21,13,1000,726.0,34.0,274.0,34.0,27.4,3.4,91.6,1.1
12,15,300,2,21,14,1000,745.0,31.0,255.0,31.0,25.5,3.1,91.3,1.1
12,15,300,2,21,15,1000,762.0,26.0,238.0,26.0,23.8,2.6,91.0,1.0
12,15,300,2,21,16,1000,772.0,26.0,228.0,26.0,22.8,2.6,90.6,1.1
12,15,300,2,21,17,1000,795.0,36.0,205.0,36.0,20.5,3.6,90.1,1.5
12,15,300,2,21,18,1000,817.0,27.0,183.0,27.0,18.3,2.7,89.5,1.2
12,15,300,2,21,19,1000,826.0,27.0,174.0,27.0,17.4,2.7,89.1,1.3
12,15,300,2,21,20,1000,845.0,31.0,155.0,31.0,15.5,3.1,88.4,1.4
12,15,300,2,21,21,1000,859.0,27.0,141.0,27.0,14.1,2.7,88.0,1.5
12,15,300,2,21,22,1000,874.0,27.0,126.0,27.0,12.6,2.7,87.1,1.6
12,15,300,2,21,23,1000,886.0,27.0,114.0,27.0,11.4,2.7,86.7,1.7
12,15,300,2,21,24,1000,902.0,22.0,98.0,22.0,9.8,2.2,86.0,1.6
12,15,300,2,21,25,1000,912.0,27.0,88.0,27.0,8.8,2.7,85.1,2.0
12,15,300,2,21,26,1000,921.0,19.0,79.0,19.0,7.9,1.9,84.4,1.8
12,15,300,2,21,27,1000,935.0,23.0,65.0,23.0,6.5,2.3,83.4,2.2
12,15,300,2,21,28,1000,943.0,21.0,57.0,21.0,5.7,2.1,82.8,2.3
12,15,300,2,21,29,1000,950.0,18.0,50.0,18.0,5.0,1.8,81.9,2.5
12,15,300,2,21,30,1000,958.0,17.0,42.0,17.0,4.2,1.7,81.3,2.3
12,15,300,2,22,11,1000,702.0,30.0,298.0,30.0,29.8,3.0,92.2,0.9
12,15,300,2,22,12,1000,729.0,30.0,271.0,30.0,27.1,3.0,91.7,1.0
12,15,300,2,22,13,1000,744.0,28.0,256.0,28.0,25.6,2.8,91.4,1.0
12,15,300,2,22,14,1000,758.0,33.0,242.0,33.0,24.2,3.3,91.0,1.1
12,15,300,2,22,15,1000,779.0,31.0,221.0,31.0,22.1,3.1,90.5,1.3
12,15,300,2,22,16,1000,794.0,30.0,206.0,30.0,20.6,3.0,90.1,1.3
12,15,300,2,22,17,1000,814.0,27.0,186.0,27.0,18.6,2.7,89.5,1.4
12,15,300,2,22,18,1000,823.0,28.0,177.0,28.0,17.7,2.8,89.3,1.1
12,15,300,2,22,19,1000,844.0,28.0,156.0,28.0,15.6,2.8,88.5,1.5
12,15,300,2,22,20,1000,860.0,28.0,140.0,28.0,14.0,2.8,87.9,1.6
12,15,300,2,22,21,1000,872.0,28.0,128.0,28.0,12.8,2.8,87.3,1.6
12,15,300,2,22,22,1000,889.0,27.0,111.0,27.0,11.1,2.7,86.7,1.7
12,15,300,2,22,23,1000,899.0,26.0,101.0,26.0,10.1,2.6,85.9,2.0
12,15,300,2,22,24,1000,910.0,23.0,90.0,23.0,9.0,2.3,85.0,1.8
12,15,300,2,22,25,1000,926.0,23.0,74.0,23.0,7.4,2.3,84.1,2.0
12,15,300,2,22,26,1000,937.0,20.0,63.0,20.0,6.3,2.0,83.4,2.0
12,15,300,2,22,27,1000,943.0,19.0,57.0,19.0,5.7,1.9,83.1,2.2
12,15,300,2,22,28,1000,954.0,18.0,46.0,18.0,4.6,1.8,81.8,2.5
12,15,300,2,22,29,1000,959.0,19.0,41.0,19.0,4.1,1.9,80.9,2.6
12,15,300,2,22,30,1000,966.0,17.0,34.0,17.0,3.4,1.7,80.3,2.4
12,15,300,2,23,11,1000,726.0,32.0,274.0,32.0,27.4,3.2,91.7,1.0
12,15,300,2,23,12,1000,744.0,32.0,256.0,32.0,25.6,3.2,91.4,0.9
12,15,300,2,23,13,1000,762.0,30.0,238.0,30.0,23.8,3.0,91.0,1.0
12,15,300,2,23,14,1000,777.0,33.0,223.0,33.0,22.3,3.3,90.5,1.2
12,15,300,2,23,15,1000,796.0,30.0,204.0,30.0,20.4,3.0,89.8,1.3
12,15,300,2,23,16,1000,810.0,32.0,190.0,32.0,19.0,3.2,89.6,1.4
12,15,300,2,23,17,1000,826.0,30.0,174.0,30.0,17.4,3.0,89.0,1.4
12,15,300,2,23,18,1000,847.0,28.0,153.0,28.0,15.3,2.8,88.4,1.5
12,15,300,2,23,19,1000,859.0,28.0,141.0,28.0,14.1,2.8,88.0,1.6
12,15,300,2,23,20,1000,875.0,23.0,125.0,23.0,12.5,2.3,87.0,1.5
12,15,300,2,23,21,1000,886.0,29.0,114.0,29.0,11.4,2.9,86.7,1.7
12,15,300,2,23,22,1000,899.0,29.0,101.0,29.0,10.1,2.9,86.0,1.8
12,15,300,2,23,23,1000,913.0,21.0,87.0,21.0,8.7,2.1,85.2,1.8
12,15,300,2,23,24,1000,923.0,25.0,77.0,25.0,7.7,2.5,84.6,2.0
12,15,300,2,23,25,1000,934.0,22.0,66.0,22.0,6.6,2.2,83.5,2.1
12,15,300,2,23,26,1000,944.0,18.0,56.0,18.0,5.6,1.8,82.9,2.0
12,15,300,2,23,27,1000,951.0,19.0,49.0,19.0,4.9,1.9,82.1,2.4
12,15,300,2,23,28,1000,961.0,18.0,39.0,18.0,3.9,1.8,80.4,2.7
12,15,300,2,23,29,1000,966.0,15.0,34.0,15.0,3.4,1.5,80.0,2.8
12,15,300,2,23,30,1000,972.0,14.0,28.0,14.0,2.8,1.4,79.0,2.3
12,15,300,2,24,11,1000,744.0,32.0,256.0,32.0,25.6,3.2,91.3,1.1
12,15,300,2,24,12,1000,759.0,28.0,241.0,28.0,24.1,2.8,90.9,1.1
12,15,300,2,24,13,1000,781.0,33.0,219.0,33.0,21.9,3.3,90.6,1.2
12,15,300,2,24,14,1000,794.0,32.0,206.0,32.0,20.6,3.2,90.2,1.3
12,15,300,2,24,15,1000,811.0,30.0,189.0,30.0,18.9,3.0,89.8,1.3
12,15,300,2,24,16,1000,829.0,26.0,171.0,26.0,17.1,2.6,89.1,1.3
12,15,300,2,24,17,1000,852.0,29.0,148.0,29.0,14.8,2.9,88.4,1.5
12,15,300,2,24,18,1000,864.0,25.0,136.0,25.0,13.6,2.5,87.8,1.5
12,15,300,2,24,19,1000,874.0,27.0,126.0,27.0,12.6,2.7,87.2,1.7
12,15,300,2,24,20,1000,890.0,27.0,110.0,27.0,11.0,2.7,86.6,1.6
12,15,300,2,24,21,1000,900.0,26.0,100.0,26.0,10.0,2.6,86.0,1.7
12,15,300,2,24,22,1000,909.0,25.0,91.0,25.0,9.1,2.5,85.3,1.8
12,15,300,2,24,23,1000,927.0,22.0,73.0,22.0,7.3,2.2,84.4,2.1
12,15,300,2,24,24,1000,934.0,22.0,66.0,22.0,6.6,2.2,83.6,2.1
12,15,300,2,24,25,1000,945.0,19.0,55.0,19.0,5.5,1.9,83.0,1.9
12,15,300,2,24,26,1000,952.0,20.0,48.0,20.0,4.8,2.0,81.8,2.4
12,15,300,2,24,27,1000,961.0,18.0,39.0,18.0,3.9,1.8,80.9,2.4
12,15,300,2,24,28,1000,967.0,16.0,33.0,16.0,3.3,1.6,79.6,2.6
12,15,300,2,24,29,1000,972.0,14.0,28.0,14.0,2.8,1.4,78.8,2.6
12,15,300,2,24,30,1000,978.0,14.0,22.0,14.0,2.2,1.4,77.7,2.5
12,15,300,2,25,11,1000,759.0,32.0,241.0,32.0,24.1,3.2,91.0,1.1
12,15,300,2,25,12,1000,781.0,29.0,219.0,29.0,21.9,2.9,90.6,1.3
12,15,300,2,25,13,1000,797.0,28.0,203.0,28.0,20.3,2.8,89.9,1.3
12,15,300,2,25,14,1000,816.0,26.0,184.0,26.0,18.4,2.6,89.5,1.2
12,15,300,2,25,15,1000,830.0,29.0,170.0,29.0,17.0,2.9,88.8,1.4
12,15,300,2,25,16,1000,843.0,27.0,157.0,27.0,15.7,2.7,88.7,1.5
12,15,300,2,25,17,1000,855.0,25.0,145.0,25.0,14.5,2.5,88.1,1.6
12,15,300,2,25,18,1000,872.0,26.0,128.0,26.0,12.8,2.6,87.2,1.8
12,15,300,2,25,19,1000,883.0,30.0,117.0,30.0,11.7,3.0,86.8,1.7
12,15,300,2,25,20,1000,896.0,24.0,104.0,24.0,10.4,2.4,86.1,2.0
12,15,300,2,25,21,1000,912.0,22.0,88.0,22.0,8.8,2.2,85.4,1.7
12,15,300,2,25,22,1000,922.0,22.0,78.0,22.0,7.8,2.2,84.6,1.8
12,15,300,2,25,23,1000,933.0,23.0,67.0,23.0,6.7,2.3,83.7,2.3
12,15,300,2,25,24,1000,942.0,21.0,58.0,21.0,5.8,2.1,82.6,2.2
12,15,300,2,25,25,1000,952.0,19.0,48.0,19.0,4.8,1.9,81.5,2.6
12,15,300,2,25,26,1000,961.0,18.0,39.0,18.0,3.9,1.8,81.0,2.4
12,15,300,2,25,27,1000,967.0,17.0,33.0,17.0,3.3,1.7,80.1,2.6
12,15,300,2,25,28,1000,971.0,17.0,29.0,17.0,2.9,1.7,79.4,2.5
12,15,300,2,25,29,1000,979.0,12.0,21.0,12.0,2.1,1.2,77.2,2.7
12,15,300,2,25,30,1000,983.0,10.0,17.0,10.0,1.7,1.0,77.1,2.6
12,15,300,2,26,11,1000,779.0,29.0,221.0,29.0,22.1,2.9,90.6,1.2
12,15,300,2,26,12,1000,798.0,27.0,202.0,27.0,20.2,2.7,90.0,1.1
12,15,300,2,26,13,1000,814.0,27.0,186.0,27.0,18.6,2.7,89.5,1.2
12,15,300,2,26,14,1000,828.0,26.0,172.0,26.0,17.2,2.6,88.9,1.3
12,15,300,2,26,15,1000,843.0,30.0,157.0,30.0,15.7,3.0,88.5,1.6
12,15,300,2,26,16,1000,859.0,28.0,141.0,28.0,14.1,2.8,87.8,1.6
12,15,300,2,26,17,1000,877.0,24.0,123.0,24.0,12.3,2.4,87.4,1.3
12,15,300,2,26,18,1000,889.0,27.0,111.0,27.0,11.1,2.7,86.6,1.7
12,15,300,2,26,19,1000,898.0,24.0,102.0,24.0,10.2,2.4,86.1,1.7
12,15,300,2,26,20,1000,907.0,23.0,93.0,23.0,9.3,2.3,85.4,1.9
12,15,300,2,26,21,1000,925.0,22.0,75.0,22.0,7.5,2.2,84.1,2.2
12,15,300,2,26,22,1000,931.0,22.0,69.0,22.0,6.9,2.2,84.1,2.0
12,15,300,2,26,23,1000,942.0,20.0,58.0,20.0,5.8,2.0,82.7,2.0
12,15,300,2,26,24,1000,955.0,18.0,45.0,18.0,4.5,1.8,81.5,2.1
12,15,300,2,26,25,1000,961.0,21.0,39.0,21.0,3.9,2.1,80.9,2.7
12,15,300,2,26,26,1000,967.0,16.0,33.0,16.0,3.3,1.6,79.6,2.4
12,15,300,2,26,27,1000,972.0,14.0,28.0,14.0,2.8,1.4,79.1,2.4
12,15,300,2,26,28,1000,979.0,12.0,21.0,12.0,2.1,1.2,78.0,2.5
12,15,300,2,26,29,1000,983.0,12.0,17.0,12.0,1.7,1.2,76.7,2.7
12,15,300,2,26,30,1000,986.0,10.0,14.0,10.0,1.4,1.0,75.8,2.9
12,15,300,2,27,11,1000,798.0,29.0,202.0,29.0,20.2,2.9,90.0,1.2
12,15,300,2,27,12,1000,811.0,25.0,189.0,25.0,18.9,2.5,89.7,1.0
12,15,300,2,27,13,1000,828.0,31.0,172.0,31.0,17.2,3.1,89.1,1.4
12,15,300,2,27,14,1000,845.0,29.0,155.0,29.0,15.5,2.9,88.6,1.3
12,15,300,2,27,15,1000,859.0,26.0,141.0,26.0,14.1,2.6,87.9,1.6
12,15,300,2,27,16,1000,870.0,26.0,130.0,26.0,13.0,2.6,87.4,1.6
12,15,300,2,27,17,1000,891.0,26.0,109.0,26.0,10.9,2.6,86.4,1.8
12,15,300,2,27,18,1000,906.0,23.0,94.0,23.0,9.4,2.3,85.6,2.1
12,15,300,2,27,19,1000,914.0,23.0,86.0,23.0,8.6,2.3,85.3,1.9
12,15,300,2,27,20,1000,924.0,23.0,76.0,23.0,7.6,2.3,84.6,1.8
12,15,300,2,27,21,1000,936.0,23.0,64.0,23.0,6.4,2.3,83.4,2.1
12,15,300,2,27,22,1000,943.0,21.0,57.0,21.0,5.7,2.1,82.7,2.3
12,15,300,2,27,23,1000,953.0,16.0,47.0,16.0,4.7,1.6,81.4,2.1
12,15,300,2,27,24,1000,960.0,21.0,40.0,21.0,4.0,2.1,80.9,2.6
12,15,300,2,27,25,1000,966.0,16.0,34.0,16.0,3.4,1.6,79.6,2.6
12,15,300,2,27,26,1000,974.0,13.0,26.0,13.0,2.6,1.3,78.7,2.5
12,15,300,2,27,27,1000,977.0,14.0,23.0,14.0,2.3,1.4,78.0,2.4
12,15,300,2,27,28,1000,984.0,13.0,16.0,13.0,1.6,1.3,76.4,2.8
12,15,300,2,27,29,1000,988.0,8.0,12.0,8.0,1.2,0.8,75.2,2.4
12,15,300,2,27,30,1000,988.0,9.0,12.0,9.0,1.2,0.9,74.9,2.8
12,15,300,2,28,11,1000,812.0,29.0,188.0,29.0,18.8,2.9,89.5,1.3
12,15,300,2,28,12,1000,825.0,29.0,175.0,29.0,17.5,2.9,89.3,1.3
12,15,300,2,28,13,1000,844.0,27.0,156.0,27.0,15.6,2.7,88.3,1.6
12,15,300,2,28,14,1000,855.0,29.0,145.0,29.0,14.5,2.9,88.1,1.3
12,15,300,2,28,15,1000,870.0,27.0,130.0,27.0,13.0,2.7,87.7,1.6
12,15,300,2,28,16,1000,886.0,23.0,114.0,23.0,11.4,2.3,86.8,1.8
12,15,300,2,28,17,1000,900.0,21.0,100.0,21.0,10.0,2.1,86.0,1.5
12,15,300,2,28,18,1000,912.0,24.0,88.0,24.0,8.8,2.4,85.2,2.2
12,15,300,2,28,19,1000,921.0,21.0,79.0,21.0,7.9,2.1,84.7,2.0
12,15,300,2,28,20,1000,938.0,22.0,62.0,22.0,6.2,2.2,83.4,2.1
12,15,300,2,28,21,1000,940.0,22.0,60.0,22.0,6.0,2.2,82.9,2.4
12,15,300,2,28,22,1000,951.0,23.0,49.0,23.0,4.9,2.3,81.8,2.6
12,15,300,2,28,23,1000,963.0,14.0,37.0,14.0,3.7,1.4,80.8,2.3
12,15,300,2,28,24,1000,968.0,16.0,32.0,16.0,3.2,1.6,80.1,2.7
12,15,300,2,28,25,1000,971.0,14.0,29.0,14.0,2.9,1.4,79.1,2.6
12,15,300,2,28,26,1000,978.0,12.0,22.0,12.0,2.2,1.2,78.0,2.6
12,15,300,2,28,27,1000,983.0,12.0,17.0,12.0,1.7,1.2,76.5,2.8
12,15,300,2,28,28,1000,984.0,12.0,16.0,12.0,1.6,1.2,75.8,2.9
12,15,300,2,28,29,1000,991.0,8.0,9.0,8.0,0.9,0.8,74.3,2.7
12,15,300,2,28,30,1000,992.0,7.0,8.0,7.0,0.8,0.7,73.2,2.9
12,15,300,2,29,11,1000,832.0,28.0,168.0,28.0,16.8,2.8,89.1,1.3
12,15,300,2,29,12,1000,846.0,29.0,154.0,29.0,15.4,2.9,88.7,1.4
12,15,300,2,29,13,1000,859.0,27.0,141.0,27.0,14.1,2.7,87.8,1.5
12,15,300,2,29,14,1000,873.0,28.0,127.0,28.0,12.7,2.8,87.2,1.9
12,15,300,2,29,15,1000,890.0,24.0,110.0,24.0,11.0,2.4,86.6,1.9
12,15,300,2,29,16,1000,897.0,25.0,103.0,25.0,10.3,2.5,86.0,1.8
12,15,300,2,29,17,1000,911.0,27.0,89.0,27.0,8.9,2.7,85.3,2.1
12,15,300,2,29,18,1000,920.0,24.0,80.0,24.0,8.0,2.4,84.7,2.1
12,15,300,2,29,19,1000,934.0,24.0,66.0,24.0,6.6,2.4,83.6,2.1
12,15,300,2,29,20,1000,941.0,20.0,59.0,20.0,5.9,2.0,82.9,2.2
12,15,300,2,29,21,1000,950.0,19.0,50.0,19.0,5.0,1.9,82.1,2.0
12,15,300,2,29,22,1000,960.0,18.0,40.0,18.0,4.0,1.8,81.1,2.3
12,15,300,2,29,23,1000,965.0,16.0,35.0,16.0,3.5,1.6,79.9,2.7
12,15,300,2,29,24,1000,974.0,15.0,26.0,15.0,2.6,1.5,78.6,3.1
12,15,300,2,29,25,1000,976.0,15.0,24.0,15.0,2.4,1.5,77.6,2.6
12,15,300,2,29,26,1000,986.0,10.0,14.0,10.0,1.4,1.0,76.4,2.6
12,15,300,2,29,27,1000,987.0,10.0,13.0,10.0,1.3,1.0,75.8,3.0
12,15,300,2,29,28,1000,989.0,8.0,11.0,8.0,1.1,0.8,74.6,2.8
12,15,300,2,29,29,1000,992.0,8.0,8.0,8.0,0.8,0.8,73.1,3.3
12,15,300,2,29,30,1000,995.0,6.0,5.0,6.0,0.5,0.6,72.3,2.5
12,15,300,2,30,11,1000,842.0,28.0,158.0,28.0,15.8,2.8,88.6,1.2
12,15,300,2,30,12,1000,857.0,28.0,143.0,28.0,14.3,2.8,87.9,1.3
12,15,300,2,30,13,1000,871.0,28.0,129.0,28.0,12.9,2.8,87.4,1.5
12,15,300,2,30,14,1000,885.0,22.0,115.0,22.0,11.5,2.2,86.7,1.8
12,15,300,2,30,15,1000,900.0,22.0,100.0,22.0,10.0,2.2,86.2,1.6
12,15,300,2,30,16,1000,914.0,22.0,86.0,22.0,8.6,2.2,85.0,2.0
12,15,300,2,30,17,1000,928.0,21.0,72.0,21.0,7.2,2.1,84.2,1.8
12,15,300,2,30,18,1000,935.0,19.0,65.0,19.0,6.5,1.9,83.6,2.0
12,15,300,2,30,19,1000,945.0,21.0,55.0,21.0,5.5,2.1,82.5,2.4
12,15,300,2,30,20,1000,953.0,21.0,47.0,21.0,4.7,2.1,81.7,2.7
12,15,300,2,30,21,1000,960.0,17.0,40.0,17.0,4.0,1.7,80.8,2.2
12,15,300,2,30,22,1000,968.0,15.0,32.0,15.0,3.2,1.5,79.7,2.5
12,15,300,2,30,23,1000,972.0,14.0,28.0,14.0,2.8,1.4,78.6,2.7
12,15,300,2,30,24,1000,977.0,13.0,23.0,13.0,2.3,1.3,77.4,2.5
12,15,300,2,30,25,1000,982.0,12.0,18.0,12.0,1.8,1.2,76.8,2.6
12,15,300,2,30,26,1000,986.0,10.0,14.0,10.0,1.4,1.0,75.8,2.4
12,15,300,2,30,27,1000,987.0,10.0,13.0,10.0,1.3,1.0,74.8,3.0
12,15,300,2,30,28,1000,992.0,8.0,8.0,8.0,0.8,0.8,73.1,2.7
12,15,300,2,30,29,1000,994.0,6.0,6.0,6.0,0.6,0.6,72.5,3.0
12,15,300,2,30,30,1000,995.0,5.0,5.0,5.0,0.5,0.5,71.6,3.0
12,15,300,2,30,30,1000,995.0,5.0,5.0,5.0,0.5,0.5,71.6,3.0
